Number;Speaker;Start time;End time;Duration;Text
38;Doris Xin;00:14:39.250;00:15:03.030;00:00:25.980;"For the longest time, we have been seeing the unbundling, the segmentation of not only the data science teams, but also the infrastructure itself. We're starting to see more and more pointwise, best degree solutions. But I think this fragmentation is not going to be sustainable. I think we're looking at pressing needs, actually, for this reunification to happen soon."
39;Simba Khadder;00:15:03.190;00:15:21.020;00:00:17.990;"Do you think the future is more MLOps platforms? Do you see it as a set of best-in-class tools? You said, obviously, the data scientist role you think will unify. Do you think that the tooling will also follow that same trajectory, and over time we'll begin to consolidate into MLOps platforms?"
40;Doris Xin;00:15:21.020;00:15:46.780;00:00:25.760;"I think we'll definitely start to see some form of consolidation. I think the caveat here is that we're not going to see the end of best-in-class pointwise solutions. What we're going to see is we're going to be a lot more thoughtful around how to build integrations that allows us to be able to take advantage of these tools in a way that's not just building up a ton of management overhead on the part of the data scientists and data infrastructure teams."
41;Doris Xin;00:15:46.780;00:16:22.440;00:00:35.660;"In that sense, we're moving towards platforms, but not in the traditional sense of, ""This platform is going to come in and replace all of your data science infra and be able to serve all your needs to the best of its ability."" It's really going to be about creating a platform more like a common substrate for us to be able to plug in really good pointwise solutions and be able to swap them out as the team grows, as the use cases evolve. But there is a common platform in the sense that you no longer have this chaotic bag of tools that people are constantly juggling."
42;Simba Khadder;00:16:22.440;00:16:44.270;00:00:21.830;"It's really interesting how you're putting it. I have a very similar belief. I have traditionally put it in a slightly different way, which is there will be almost like a Kubernetes, there will be this operating system for data science or machine learning. Not sure what it will be, but something will become the base operating system and abstraction that everything else builds off of."
43;Simba Khadder;00:16:44.510;00:17:12.940;00:00:28.430;"I think maybe part of the problem now is... Like the feature stores, as an example. There are a handful feature stores in the market. I think they all look very different. I actually think that they all have very different definitions on what a feature store even is. It's not even really clear. I think the same could be said of monitoring. The same could be said of a lot of these categories that have multiple players where each player looks quite different. They call themselves different things, they focus on different parts of the problem."
44;Simba Khadder;00:17:13.099;00:17:40.090;00:00:26.990;"It almost sounds like what you're saying, and let me know if I'm missing it, but it feels like what you're saying is, over time, the categories will clarify. It will be like, ""Yes, this is what a feature store is and this is how it fits into the bigger stack,"" as opposed to nowadays where it feels like there's all this tooling that looks like weird puzzle pieces and it's your job as a team to take all these jagged puzzle pieces and smooth them out and fit them together."
45;Doris Xin;00:17:40.090;00:18:00.950;00:00:20.860;"I think I largely agree with what you said, but I want to tweak the position just a little bit. The reason that things are a little chaotic right now with ML... Or not a little, a lot chaotic with MLOps space is that we don't seem to actually agree on the set of problems that we're solving. Each of the tools is trying to pick up a subset of the problems that we may or may not agree on whether we need to solve."
46;Doris Xin;00:18:01.260;00:18:30.970;00:00:29.710;"For example, for some teams, they don't worry about real-time serving. For some other teams, their model or data never drift. For other teams, scalability isn't an issue. I think we're starting to see a bunch of tools that are trying to package multiple problems into the same solution, and we're having a hard time understanding is there a clear one-to-one mapping between this set of problems that my team cares about versus the set of tools out there."
47;Doris Xin;00:18:31.360;00:18:53.980;00:00:22.620;"I think the clarification of categories probably will come in the flavour of problems first, and then we'll start to see standardisation around, ""These are the sets of tools that will solve these problems."" Then we'll start to see how integration happens, because the problems are naturally interconnected and therefore the solutions will have to be really smart about figuring out integrations."
48;Simba Khadder;00:18:53.980;00:19:28.180;00:00:34.200;"I see. I think that's spot on. I think when I talked to James Alcorn, actually both of our investors, about this, one of his takes that I thought was interesting was that there'll be these best-in-class point solutions, but there will be platforms, MLOps platforms, that focus on specific use cases. Computer vision looks very different from tabular data doing fraud detection or something. All these use cases, the problems that are sharpest are just very different, and so the tools they want are different. That's the only place a full-on opinionated MLOps platform makes sense."
49;Simba Khadder;00:19:28.420;00:20:03.520;00:00:35.100;"I think on the other end, like what you're saying, I think the problem to be solved in most cases… I'm very curious to get your take on this. When I talked to David Stein about this, he was like, ""The big thing is naming."" Naming in the sense of creating abstractions, making a feature—as a feature store as an example—not just like rows of data, but something with a name, an iversion. Once you have abstraction, you can build on it. It feels like a lot of the problems to be solved are abstraction problems, like building the right abstractions that people can build atop of. Do you buy that? Is that fair?"
50;Doris Xin;00:20:03.520;00:20:35.670;00:00:32.150;"Yeah, absolutely, 100%. I think this is what motivates what we do at Linea and LineaPy, the open source project, as well. It's really about building smarter abstractions at a level that's sitting above all the tools. There are, like you said, a fundamental set of jobs to be done, fundamental set of tasks that these tools need to fulfill, so if we can describe the problems and the needs at these higher levels of abstraction, then it becomes much more productive for us to start talking about solutions."
51;Simba Khadder;00:20:35.670;00:21:03.860;00:00:28.190;"I think so. I think we made up the term virtual feature store to describe what we do. But my maybe hot take is that every MLOps tool is a virtual something. Needed is not better compute infrastructure or whatever. What's needed is better abstractions on top of the infrastructure that already exists. We don't need better notebooks, we need the better abstraction about notebooks and other things that fits into what will eventually become the standard ML lifecycle."
52;Doris Xin;00:21:03.860;00:21:28.190;00:00:24.330;"Yeah, I agree with that 100%. I think speaking of meeting the data scientists where they are, there is a mental model there. That's a much higher abstraction level than, ""Oh, I'm using Notebooks. I'm using this very specific orchestration engine."" It's all about what I want to get done and being able to capture that in a more appropriate abstraction level. It's still key."
53;Simba Khadder;00:21:28.350;00:21:46.860;00:00:18.670;"I want to bring it back to Linea. Obviously, if there's a open source project, we'll have a link to it. People should definitely go check it out. It's really cool. I know you mentioned that the proprietary solution is coming out soon. I'd love if you could maybe give a sneak peek on what people should expect and be looking for over the next few months."
54;Doris Xin;00:21:46.860;00:22:03.810;00:00:16.950;"For me to answer that question, maybe just a quick overview of what we're doing with open source solution, and then it'll make more sense what we're trying to do with the platform side of it. Very quickly, LineaPy, the open source solution, is a bridge between data science development and production."
55;Doris Xin;00:22:03.810;00:22:23.590;00:00:19.780;"It's a very easy-to-use Python Library that sits in your development runtime to be able to automatically capture all the code as well as runtime state while you're working, which allows us to build this implicit DAG, the data scientist's building, as they're working. We call this the linear graph."
56;Doris Xin;00:22:23.750;00:22:56.340;00:00:32.590;"Using this graph, we can do a few very powerful things. The first is that we can analyse the graph to figure out what's the subset of operation that happened, which is probably less than 10% of what actually happened during development, that led to the final product. Then the other piece is that, because we are modeling everything as a DAG, we can actually have a pretty straightforward translation from what happened during development into these DAGs that are actually supported by workflow orchestration engines."
57;Doris Xin;00:22:56.680;00:23:25.220;00:00:28.540;"This goes back to your point about building the right level of abstractions. The abstraction isn't an airflow DAG or a ray DAG. The abstraction is my data pipeline, as I expect it to be spec'd out at the logical level. That's, at a very high level, what the open source solution does. A couple of really powerful things that it also does is that we're able to extract out common components across multiple artifacts based on our understanding of the workflow."
58;Doris Xin;00:23:25.570;00:23:47.880;00:00:22.310;"Now, all of a sudden, you get for free a lot of these reusable components that can either be imported into future development as a macro or shorthand to do something that's already been tested in previous development, or you can pull out these components and pull them directly into future data pipelines. That's what LineaPy does."
59;Doris Xin;00:23:47.880;00:24:17.400;00:00:29.520;"Then you can suspect that on the platform side, right now, we're assuming with LineaPy that you already have a pretty robust in-house production environment. But that's a tall order for a lot of teams out there. With the Linea platform product, we want to be able to bring to many teams who currently don't have the data engineering resources an out-of-the-box push button platform for production that LineaPy, the open source product, integrates with very seamlessly."
60;Simba Khadder;00:24:17.400;00:24:46.290;00:00:28.890;"I'm super excited to see it as it comes out. I think it will be interesting. The open source project was really interesting to me beyond how cool this is as a product. I think it was just a new take. I feel like things were starting to get a little bit... The categories are starting to form. I felt like the categories that formed is a local minima and not actually where we'll end up. I always love to see almost new categories get created. If you had to give a name for the category that Linea falls in, what would you call it?"
61;Doris Xin;00:24:46.690;00:25:09.830;00:00:23.540;"That's a really tough one. I guess we throw around the word transpilation a lot, like translate and compile. We think of LineaPy, the open source, as this transpilation layer between development and data science production. But with the platform solution, I think it's really about back to the original theme that you mentioned of unification."
62;Doris Xin;00:25:09.830;00:25:44.580;00:00:34.750;"How do we unify without forcing people to adopt this very heavy-handed platform solution? It's all about being able to create a common substrate, so maybe data science substrate or data science platform substrate that allows us to support seamless integration across multiple solutions. Featureform, for example, can be a solution that gets plugged in to the linear platform that then can also plug in other things like data monitoring and a suite of other things that the data science teams require."
63;Simba Khadder;00:25:44.580;00:26:11.540;00:00:26.960;"It's like a virtual compiler. It's cool. Like an MLOps compiler. It is really interesting, automatically being able to take things to that next level of abstraction just implicitly. You can just look at it and just be like, ""Cool, I get it. This is what you're trying to do,"" and I can take it to that level of abstraction and give you the right namings of things, like components you need to make this. Not just Python or lines of Python, and actually make this machine learning artifacts."
64;Simba Khadder;00:26:11.540;00:26:39.320;00:00:27.780;"It's really cool. I'm really excited to see as the product continues to grow. I feel like I'll keep talking to you forever about Linea and all the stuff that you're working on. This idea of the right abstractions and what those are is something I think of all the time, and I know it's something we've talked about in the past. But for people listening who want to go back and tell their team about this great podcast and what they learn, what's a tweet way of takeaway they should have, they should share about this?"
65;Doris Xin;00:26:39.320;00:27:05.160;00:00:25.840;"I think the key here is really about building bridges and breaking down walls. We want to bridge the gap between development and production. We don't want to throw things from the data scientist side over the wall to the data engineering side. I think what's productive is for us to figure out how to come together and work together with the right abstraction as the common language that we both speak."
66;Simba Khadder;00:27:05.300;00:27:26.660;00:00:21.360;"I love that. I think there's a wall to be broken down and a new abstraction to be made of what a data scientist is and does, which you've talked about. I really like how you put it, like breaking down the walls and building the bridges. It's almost like building the right abstraction of what a data scientist is and the data engineer is and how they all fit together. Doris, this has been such a great conversation. Thanks so much for hopping on and chatting me."
67;Doris Xin;00:27:26.660;00:27:34.300;00:00:07.640;"No, thanks so much for having me, Simba. I had a lot of fun answering your questions. Hopefully, folks have something interesting to take away from this."
68;Simba Khadder;00:27:34.460;00:27:42.860;00:00:08.400;"I know I did. I'm sure some of the people will go and take a look at Linea. I think what you're doing is really awesome. I'm really excited to see the project continue to grow."
69;Doris Xin;00:27:42.860;00:28:01.730;00:00:18.870;"Absolutely. Please go check out lineapy.org. We're on GitHub. Star us to be able to follow our updates. We also have our weekly updates in our Slack channel. You'll be able to find the link to the Slack on our GitHub page as well. We just have a lot of great things coming up, so keep an eye out for Linea and LineaPy."
70;Simba Khadder;00:28:01.730;00:28:05.010;00:00:03.280;"Awesome. We'll have these links in the bottom. Thanks again, Doris."
71;Doris Xin;00:28:05.010;00:28:20.410;00:00:15.400;"Thanks, Simba. Take care."
