Number;Speaker;Start time;End time;Duration;Text
23;Simba Khadder;00:15:47.490;00:16:15.260;00:00:27.770;"Yeah, I could talk about this for a while, especially like what you talk aboutthe behavioral data, behavioral labels comes with its own kind of interesting gamut of problems because finding the ground truth, I used to work on recommender systems. So anyway, I'll leave it for another time. A lot there. We talked quite a bit about feature stores and data quality. I guess first I'd love to get maybe almost like your definition of a feature store. Like, what does the feature store do?"
24;Atindriyo Sanyal;00:16:15.400;00:17:36.330;00:01:20.930;"Yes, no? That's a great question. I think feature stores are a very critical part of the ML workflow and it kind of lays the foundation for any organization which sees a growing ML footprint in their company. Essentially, they are of course, by the definition of it, it's a store of ML ready data which is ready to be consumed for any model, essentially data at your fingertips for your data scientists. But I think prior to feature stores, every team would kind of have their own way of creating and managing features. Many wouldn't even have a way to manage them. It would be extremely ad hoc and would lead to a lot of duplicated work. Typically Michelangelo itself, which is Uber's ML platform, it manages over 10,000 models which are serving Uber's production traffic. And we see there's so much overlap in the set of features which thousands of models use. So the feature store sort of deduplicates the management and creation and maintenance of these features, which would in a non feature store world, there would be so much duplicated effort and engineering work which would go into creating these features. I think with feature stores, as a data scientist, you get ML ready data at your fingertips without worrying about the complexities of how these feature values are kept up to date."
25;Atindriyo Sanyal;00:17:36.440;00:18:00.020;00:00:23.580;"And along with that I think a critical part of the feature store is also giving the right APIs to be able to do these custom transformations and aggregations on the feature values. A lot of feature values are essentially aggregates. So an API which provides these aggregations out of the box is a good sort of feature store API. So I think that's what a feature store is in a nutshell."
26;Simba Khadder;00:18:00.170;00:18:26.410;00:00:26.240;"Yeah, one thing I want to make you zoom in on because obviously I talk to a lot of people at feature stores and one piece of confusion I see a lot I'm curious for your take is some people define a feature store very literally, which is like it's where features are stored, where others would define it as where features are kind of created. It's almost like defining a feature as the row of data in the database or the feature as the logical transformation. How do you think about that part of feature stores?"
27;Atindriyo Sanyal;00:18:26.530;00:19:36.440;00:01:09.910;"Yes, not totally. I think that in my opinion, I think the real sort of definition of a feature store is a combination of the two because in the end the actual value of the feature. Of course it's really any data which can be stored in any data store. But yes, there is a logical sort of component to it which really gives the definition or separates a feature from any data point which is stored in a database. I sort of call it the metadata layer of feature stores which really stores the actual definition of the features. As I said before, features can be all different types. They can be numeric, they can be categorical, they can be aggregate, they can come from different sources, they can be real time, near real time, they can be historic, they can be embedded. There's a lot of unstructured features as well which go into models. So all this definition is sort of captured in the logical layer. And that layer itself is a gold mine of metadata and information which you can leverage and provide a lot of powerful search capabilities, recommendation capabilities. It's literally your model universe, this metadata."
28;Atindriyo Sanyal;00:19:36.590;00:20:33.440;00:00:56.850;"There were some efforts at Michelangelo which I was leading around feature search and discovery where you could see which features are used in which models and you can literally do machine learning on top of that to recommend the right features given your models and your use case. So a feature store encapsulates both this logical layer which to me is sort of the application layer of the feature store and it can give you a lot of very powerful capabilities. But then there's the storage, which is also equally critical because features can scale out of proportion, it really depends on the scale of your organization. But there's a lot of infrastructure optimizations you need to do to be able to manage features on a day to day basis, ensuring you don't blow out storage and your compute is not going out of whack. So to answer your question, I think the real definition of feature store is a combination of both."
29;Simba Khadder;00:20:33.830;00:21:18.470;00:00:44.640;"Got it. And I guess now that the feature store. I remember when we built our first feature store in my last company, we didn't call it the feature store. Everyone has a feature store. Like, if you have features, like they're somewhere there's some sort of feature store. But we didn't call it that, and we didn't really make it something that we focused on at first. Even though the problem space has existed for a while, has been solved for a while. It's new that people are this whole space exists, and there's actual teams built around this type of new infrastructure called a feature store. And now there's obviously a lot more examples. In the past, there wasn't really any examples for us to look at. We're kind of making it up as we went, really focused on, like, more streaming problems, less than feature problems."
30;Atindriyo Sanyal;00:21:18.630;00:21:19.170;00:00:00.540;"Right."
31;Simba Khadder;00:21:19.280;00:21:31.260;00:00:11.980;"Well, all the context you have now, what do you think that MichaelAngelo's feature short did well? What do you think it's something that even with all the new stuff that's come out, you think that Michelangelo was uniquely to that and how it was designed?"
32;Atindriyo Sanyal;00:21:31.410;00:22:51.840;00:01:20.430;"Yeah, I think the one big thing that Michelangelo solved really well was being able to deploy a model and serve it at very high scale, at very low latency. That was the first big problem which Michelangelo solved really well, and that kind of became the primary reason for data scientists to come to the platform in the first place. So when the whole system started you're right that the whole concept of feature stores per se was evangelized eventually later. But the problem is, it's a software engineering problem, so it's kind of existed for a while. So before even the word feature stores were formalized at Uber, the infrastructure still existed. And part of that infrastructure solved this problem of deploying models at low latency really well, to the point where data scientists would bring their custom trained models trained outside the Michelangelo platform, and they would just hand it over to the team and just say, hey, just deploy this for me. And I don't want to solve the scale problem. It's too hard, and I just want to focus on my modeling and I want to solve this use case. But I trust the platform because it's able to achieve P 99 latencies of single digit milliseconds at extremely high throughputs."
33;Atindriyo Sanyal;00:22:51.930;00:23:19.190;00:00:27.260;"So that was one big problem which was solved very well at Michelangelo. And eventually, of course, the platform itself evolved to automatically train the model and automatically deployed to production. So it sort of started with this service which was able to manage and serve models at scale to eventually sort of spanning out and becoming an end to end ML platform. But that was one thing that Michael Angelo sold really well at the outset."
34;Simba Khadder;00:23:19.320;00:24:11.220;00:00:51.900;"Yeah, it's super interesting because like now when I go into companies, I see there are two types of problems. There's kind of a processing problem and the organization problem. And it feels like most people who build feature stores, they hit the processing problem because then it's like, that's an impasse. You have to solve the, like, hey, we need this thing in production and needs to have this latency, we need to have a way to solve it. Where the organizational problems of management versioning, all that stuff, we see people kind of just try to like duct tape around and just kind of sort of make it up as they go. And those tend to be kind of the other set of problems that feature stores solve. And yeah, it's interesting that the processing one, I think is a really crucial one. And it makes a lot of sense that Uber would be so good at solving that just because there's streaming first almost from the get go is what it does. What do you think you would have Michael Angelo's features tried to do differently? In retrospect?"
35;Atindriyo Sanyal;00:24:11.370;00:25:20.730;00:01:09.360;"Yeah. I think in hindsight, one thing we should have done differently or I would have done differently was sort of thinking about the importance of data quality. And it might come across as I am, me being biased because I'm working on data quality now. But it truly showed this problem was highlighted quite a bit when I sort of spent the last year or so of my stint at Uber leading data quality for machine learning efforts there. And from a lot of the tooling that we had built and sprinkled into the Michelangelo platform which asserted data quality, it showed immediate improvements in the performance and stability of thousands of models, which is powering Uber's applications. So a lot of the learnings that came out of that, I've sort of taken and decided to build Galileo. And it's really sort of give the power to data scientists to be able to ensure that they're training and evaluating their models on the highest quality data and giving data scientists the tools to quickly inspect and analyze and fix the data so that they can punch out a high quality machine learning model in very less time."
36;Simba Khadder;00:25:20.900;00:26:04.290;00:00:43.390;"Got it. I think a lot of MLOps use cases or problem sets that we saw most people blowing startups. It's a problem you see when you go solve it. And it's almost best when you that's a problem that you yourself have either had to solve or face. I know that's true of us and it sounds like it's true of you all, I guess. So data quality makes sense. You want your data to be high quality, I think. I don't think anyone's going to argue about that. But I guess I'm trying to visualize what you mean about data quality tools. Like how does it look? If I'm a data scientist, I might be doing some experimentation. I might notice that there are gaps in my data. I guess I'm trying to see how it's almost like a new category, and there's a lot of categories being created and kind of merged at all times. So just trying to understand how you define this category, what does it do?"
37;Atindriyo Sanyal;00:26:04.460;00:27:20.080;00:01:15.620;"Yeah, no, I agree that the term data quality is so broad it can encapsulate any and everything on Earth. I think one aspect of it is sort of bringing the discipline of a unit and integration testing to models in a way where you can literally have a unit test, for example, that asserts that the number of misclassifications in your test set should not be greater than ten. And if that is true, then you fail the pipeline. That's the simplest sort of data quality test that you can write. So that's one aspect. There are other aspects to data quality as well. Say, before you even train your model, you have holds of data in your warehouse and the first question you ask is, what data should I train my model on? So choosing the right data, and that also includes the quality of the data in the sense that there's less null values or there's less garbage in the data, but also choosing a minimal set of the data to achieve the same model performance. For example, you don't need to train your model on 100,000 data points when you can achieve literally the same amount of evaluation or test performance with 30 data points."
38;Atindriyo Sanyal;00:27:20.220;00:28:37.720;00:01:17.500;"But you have to be very scientific in thinking about what data you want to train. So this is another aspect of data quality. I think the third aspect of data quality is once you train your model, your data set fits differently with different model architectures. And the most typically practice, which is followed by data scientists, is to tune hyper parameters, change the model architecture, introduce new hidden layers, or changing the depth of your tree, and then retraining the model and seeing how the data fit. And this whole process goes on and on. But one of the realizations more recently has been that you really need to shine a light on the data to be able to see certain regions of your data set where the model is underperforming and giving you the tools to be able to automatically sort of figure this thing out instead of this being like a manual process. In a lot of companies we've seen, including very tech first companies, data quality assertion post training is almost like this detective work, especially for unstructured data, where you literally take your data set and you put it in an Excel sheet and you try to figure out patterns, look at model confidence scores, and you try to see where the model did well, where it didn't do well."
39;Atindriyo Sanyal;00:28:37.860;00:29:48.920;00:01:11.060;"And then you move to your next iteration of training, either by removing a certain set of your features or adding new data to your data set. And this process goes on and on and it takes months because the whole process of inspection is very manual. So providing tools to be able to automatically infer regions of model under performance or regions where the model performed well. So you don't need to worry about those regions. So that's the third aspect of data quality. And the fourth and final aspect of data quality is, of course, once you deploy your model into production and the data changes over time, it drifts and the model starts performing differently. So really shining a light on monitoring not only the predictions, but also feature drift and correlating feature drift with feature importance and having proper alerting and monitoring around that. So those are sort of the four big pillars of data quality which I have seen in my experience. But as you said, it's sort of this very new evolving field and it's always very exciting to see people discover new aspects of data quality and learn from others who are in the community."
40;Simba Khadder;00:29:49.310;00:30:48.410;00:00:59.100;"Yeah, it's a really interesting way to break it down. And the first and fourth pillar have become a little more accepted in the loft space. The fourth pillar being monitoring feature drift. A lot of people talk about feature drift, the first one being kind of the unit testing of data pipelines in your data where things like gratification, this is not a new concept, but obviously it's part of a bigger picture. I think the second and third pieces are very interesting. And even though we did it ourselves, we were doing recommender systems again. So it was very important for us to figure out which subset of our users were we not doing well with. Because recommended systems is a great problem. You might have something that does better as a whole, but it gives certain subset of users such a bad experience and that's almost worse than doing a little worse and giving everyone a consistent experience. So it's interesting to talk about. It's almost like the data set optimization, it's almost like being able to it's less the cleaning and less the monitoring. But 2nd, 3rd pillar is much more about picking the right features, picking the right roads to train on handling."
41;Simba Khadder;00:30:48.480;00:31:04.280;00:00:15.800;"Even like with drift. Like one way I've seen people solve drift is just cut lots of old data. Like after the pandemic hit, I saw this trick where a lot of people were just like over sampling host pandemic data to try to kind of fix the weird distributions they were seeing."
42;Atindriyo Sanyal;00:31:04.610;00:31:16.650;00:00:12.040;"No, totally. I think you've kind of nailed it. I mean, of course you are also very involved in this space, so it's good to get your experience as well. But overall, I think you pretty much nailed it."
43;Simba Khadder;00:31:16.820;00:31:32.780;00:00:15.960;"Okay, so I'm looking at the sale quality platform. There's a million people, different parts of the ML pipeline. I can't do everything at once. How should I be thinking about this? Why should I be choosing to bring this into kind of my initial or midway done MLOps platform?"
44;Atindriyo Sanyal;00:31:33.170;00:32:51.950;00:01:18.780;"Yeah, absolutely. I think the answer is simple as well as complicated. I think the simple answer is that it's a no brainer that the data is the lifeblood of your models. It's garbage in, garbage out. So if there's no disciplined way of thinking about what data you're training on, it is almost a certainty that at some point your deployed model will perform badly and it won't give you the results which you desire. And the increasing adoption of machine learning and businesscritical use cases, a bad model can have catastrophic business outcomes. So therefore, the discipline of data quality, baking in the discipline of data quality, I think is super critical to ensuring that you don't perform embarrassing mistakes in your production environment. There have been many cases, time and again, where a lot of big enterprise, they see models as this voodoo black box, or even machine learning for that matter, as a black box which they don't want to adopt because there's higher risk in deploying a model for critical business use cases. But from my experience in building these systems for many years, I have seen that almost always the issue is with the data."
45;Atindriyo Sanyal;00:32:52.110;00:33:06.090;00:00:13.980;"And tooling like data quality can always ensure that your models are robust, they're compliant, they're fair, they're unbiased. And that's the only way you can sort of deploy your models with confidence. Cool."
46;Simba Khadder;00:33:06.140;00:33:34.890;00:00:28.750;"So I guess one thing I'm trying to understand is and I think I got it, but just to make it super clear, when people think about data quality, when I do, at least the things that come to mind are things like Great Expectations. Like a certain base, kind of almost like blocks in your pipeline to make sure that data is coming in and being fitting your expectations. And it sounds like what you do is much more than that. And I guess I want to understand what's the difference between how you're thinking about data quality in Galileo and something like Great Expectations?"
47;Atindriyo Sanyal;00:33:35.450;00:34:39.409;00:01:03.959;"That's a great question. So Great Expectations is a really good tool for ensuring there is a robustness in the data set itself by it's almost like unit testing your data set, where you can programmatically have assertions and expectations of the range of values you expect in a column, for example. But I think with ML data quality, it's a lot more than that. I think with Galileo, for example, we are trying to gauge into how well a model would perform on, say, older patients who are female who live in California. So that's a more higher level of an abstraction. And these kind of questions can only be answered once you train your model with a data set. And it's really about shining the light on how the model performed the data, as opposed to testing a data set on its own. So I think that is one of the fundamental differences between a system like Galileo and a system like Great Expectations."
48;Simba Khadder;00:34:39.600;00:34:59.740;00:00:20.140;"Got it. So it's almost like you talked about the experimentation thing that's the on top and you kind of fit more into you tie into that a bit. You're kind of at the higher level of traction your mark. Great Expectations is almost something you could argue is just like a data ops tool where what you're doing is very much clearly MLOps. It's oriented their own models and machine learning."
49;Atindriyo Sanyal;00:34:59.940;00:35:44.080;00:00:44.140;"Absolutely. ML data quality is almost a separate discipline of data quality. It's a subset of the larger data quality system. And I think both are extremely important. Just in general, there's a lot of low hanging fruit which you can sort of get from a general data set by applying a system like Great Expectations. But beyond that, once you train your model on that data set, there's a lot of insights which can come out of the way. The model will fit the data, and you can leverage these metrics which are flowing through the guts of the model to be able to infer a lot more very interesting, nuanced, model centric insights. And that's a big part of machine learning. Data quality."
50;Simba Khadder;00:35:44.280;00:36:08.960;00:00:24.680;"That's awesome. That's an awesome way to kind of think about it and break down the two categories or subcategories of this kind of very large, overlying data quality umbrella. There are so many things that we've covered and so many more things I wish we could talk about. I know we've kind of been going for a little over 45 minutes now, so thank you so much for off and on. It's always great being able to chat with you and get your insights on the space as it's growing and yeah, thanks for answering all my questions."
51;Atindriyo Sanyal;00:36:09.290;00:36:11.760;00:00:02.470;"Thanks so much for having me. It was a pleasure talking to you."
