Number;Speaker;Start time;End time;Duration;Text
24;Josh Wills;00:06:43.590;00:07:25.410;00:00:41.820;"Okay, it's awesome. Fantastic question, Simba. The key differentiator for me, what I think differentiates from your standard Kafka schema, great expectations, DBT tests, whatever it is you do, is basically where is that test happening? Is that test happening prior to a change going to production? At Slack, you could not push a change to production unless the data schema test passed. It simply would not go through. It would fail. It would block your deploy. Or is it the case that you don't find out about the change to the schema or the great expectation test failure until 24 hours later when the data pipeline is running? That is the key differentiator to me."
25;Josh Wills;00:07:25.520;00:07:57.080;00:00:31.560;"If the tests happen before the push to production and can block the push to production, it is a data contract like capital D, capital C. It has teeth, it enforces a blocking change. Whereas if it happens 24 hours later, then it's an audit, it's a test, it's a check. Again, it's not to say it's not important. It's not to say we don't need to do it. We do. We absolutely do because stuff is still going to get through. But for me, it's like that really is that prior to changing the system in production, we make the check. That's the key quality I think for me."
26;Josh Wills;00:07:57.080;00:08:38.169;00:00:41.089;"Again, because the data infrastructure has been so massive and so big for so long, it's just been hard to do that. It's just been hard to like, you can't realistically run a five-tran data extraction, a whole Snowflake pipeline on every single production change when you're doing condition [inaudible 00:08:15]. No one has that much time and money. You could never get anything done. That to me is why we have not done this historically, so yeah. That to me is the clear differentiator, and to me, it's like, if you have those checks ahead of time, then your data warehouse is production, and if you don't have those checks ahead of time, then your data warehouse, while still important, is not production. It just isn't. Period. Yeah, that's me."
27;Simba Khadder;00:08:38.809;00:09:20.020;00:00:41.210;"I think what I'm seeing a lot of recently, and I think we're seeing this paradigm shift where there's almost like has been this dichotomy between production data pipelines and almost like experimentation, where we're just learning about the data, understanding it, analyzing it, playing around with it, especially in ML, there's a very clear experimentation step before you get to production. I feel like tools have always picked one side of the fence. Are you a production tool or are you a production tool? What's been missing, in my opinion, is these workflow tools that make sense on both ends. They are what you would be doing in experimentation, but they're inherently thinking about productionizing."
28;Josh Wills;00:09:20.820;00:10:00.530;00:00:39.710;"I completely agree with you, I think. I think that's exactly right. I feel that tension. I think a lot of folks do. This is something Hamel Hussein and I, who does a lot of notebook stuff and nbdev and stuff like that, have talked about a lot because he is deeply interested in this divide. I think a large part of it, Simba, is that software engineers, generally speaking, do not grok the experimental interactive nature of a lot of data work, especially a lot of machine learning work. It just does not make sense to them because it doesn't describe their work. They use an IDE, they don't use a notebook, and it just does not compute. It just doesn't."
29;Josh Wills;00:10:01.160;00:10:25.160;00:00:24.000;"Simultaneously, I think folks who do a lot of experimentation and interactive development stuff do not have a great mental model for how to do automation and reproducibility and stuff very well, so we're stuck here. These two worlds just completely talking past each other, and it's deeply, deeply frustrating for folks. I know it's frustrating for everybody. I should probably be doing more here. I feel I've been fortunate to live on both sides of this divide."
30;Josh Wills;00:10:25.890;00:11:04.820;00:00:39.220;"I don't know the solution here. I'm open to suggestion, I guess, is what I want to say here. I'm not saying this is not an easy problem. If it was, we would have solved it already. It's legit hard. How do you respect and enable and support that experimental iterative, try it, just get almost like the flow state in some sense of working with a data set, working with a model, while also being militant about reproducibility? It's just hard, man. It's just hard. Do you have thoughts here? Have you all thought about this? I just be curious. I don't mean to turn the interview back around on you, but I'm very open to ideas here is what I want to say."
31;Simba Khadder;00:11:05.490;00:11:38.500;00:00:33.010;"Yeah. I mean, it's a big promise of what we call the virtual feature stories to solve that piece for ML. The whole concept is it should be when you're iterating, all that we, let's call it, let's say force upon the data scientist, is that you use this almost function framework. Rather than just writing your query or your payment transformation or whatever, raw notebook, you just tab it, give it a function, that function name becomes the name of that transformation. You can later add versioning and other things to form productionize it."
32;Simba Khadder;00:11:38.900;00:12:12.640;00:00:33.740;"The goal would be over time that the iteration, the deployment, there would be slightly different modes, but I almost think of it or liken it to a Django or something, where it's just like if you follow this framework, it will automatically make it very easy to productionize while making it feel like you're running this presentation code. Now, the difference between a Django and what we're doing is that, like you said, Django is a linear process. I need this new REST call, it does XYZ, where with data science and with feature engineering, there's a lot of like..."
33;Simba Khadder;00:12:12.990;00:12:33.670;00:00:20.580;"If someone told me that, ""Hey, I spent a month going down this project,"" and I realized with the data we have and everything, it'd actually be impossible to create a model that does this, I'd be like, ""Great, that's a good use of time. We figured out this thing's impossible."" If a software engineer told me, ""Hey, I took a month doing this, and we're throwing it all away,"" I would be like, ""Dude, no, you can't."" [crosstalk 00:12:33]."
34;Josh Wills;00:12:33.570;00:13:02.400;00:00:28.830;"That's right. See, that's exactly it. That's the key right there. That's a great point. Yeah, totally. I'm thinking of like, I find it very instructive to think of extreme cases of people tackling this problem. I think a lot of Netflix in this way, and the work they have done to make notebooks production things. It's Paper Mill, I think is the name of their tool, and they have some other stuff like that."
35;Josh Wills;00:13:02.510;00:13:49.700;00:00:47.300;"Then the other thing they did, which I just still boggles my mind, was just to get the feature data for their training pipelines. They would literally query the production systems from the training environment. It's just the thing that just sounds absolutely insane to me, but it's part and parcel of their chaos monkey engineering culture where, ""Hey, the machine learning team is going to do 90,000 RPCs to your service in an hour. Hope that's cool."" And it's just like, yeah, that's just what they do. Anyway, I get a kick out of stuff like that. I don't recommend anyone do that. It's absolutely fascinating the ways that they think about to tackle these problems and stuff. Anyway, yeah."
36;Simba Khadder;00:13:49.700;00:13:58.980;00:00:09.280;"Well, maybe a question there would be where do notebooks fit in? Do notebooks fit in production? Obviously, I think we both agree that they're an integral part of the experimentation pipeline."
37;Josh Wills;00:13:58.980;00:14:02.680;00:00:03.700;"I mean, absolutely. Where do they fit in or should they go in production?"
38;Simba Khadder;00:14:02.860;00:14:03.350;00:00:00.490;"Exactly."
39;Josh Wills;00:14:03.390;00:14:37.660;00:00:34.270;"I think it's like you're talking to me, Simba, when I'm mid-conversion. I have been a long-time notebook hater. I've been very anti-notebooks for a really long time, and I am basically slowly coming around, I think. Obviously, a lot of other people have been messing around with a lot of large language models a lot, and doing this stuff on their notebook is just pure joy. It's like me and my Jarvis hanging out, hacking together. You know what I mean? I'm just loving it, and so it's changing the way I think about this stuff."
40;Josh Wills;00:14:37.660;00:15:13.970;00:00:36.310;"I have not quite become the full-throated advocate convert. There's no evangelist like the convert or whatever the quote is. I haven't quite gotten there yet, but I do very much feel like I was wrong. Notebooks are actually great, and especially in the large language model-centric future I believe we are headed towards, they are going to play an outsized role in how we work, not just as data people, machine learning people, but just as people. As human beings, I suspect that some notebook-like thing is going to become a bigger way that we work going forward."
41;Josh Wills;00:15:15.150;00:15:40.130;00:00:26.090;"In that world, I think for me, it's time to reexamine systems like paper mail. It's time to really start thinking hard about how do we make these things... I don't know. How do I make these things work as much like the boring, good old reliable cron jobs that I've written in Python that I've been running for years and years and years? But I don't know that I have the answer yet, other than say that I was wrong and I'm coming around. And I'm, again, super interested in figuring out ways to solve this."
42;Simba Khadder;00:15:40.190;00:15:45.330;00:00:05.140;"I'm curious to get your feedback. I'm similar. I actually am like-"
43;Josh Wills;00:15:45.330;00:15:45.330;00:00:00.000;"Kind of the same thing?"
44;Simba Khadder;00:15:45.330;00:16:06.630;00:00:21.300;"Yeah. I was like a very like... Part of it, I think, is because I was in ML for building recommender systems. We're doing a hundred million MAU. We're doing all kinds of transformer-based or user embedding and training. I'm embedding doing all kinds of fun stuff. I come from Black Hat Google. At Google, I wrote both PHP and X86 at different points in my career."
45;Josh Wills;00:16:06.630;00:16:12.420;00:00:05.790;"That's drawing. That's wow. Okay, good. That's two really truly terrible programming languages for you to know. I'm kidding."
46;Simba Khadder;00:16:12.900;00:16:14.950;00:00:02.050;"I've worked on both. I've worked on... It's like the horseshoe."
47;Josh Wills;00:16:16.130;00:16:16.230;00:00:00.190;"[crosstalk 00:16:16]."
48;Simba Khadder;00:16:18.340;00:16:18.970;00:00:00.630;"Exactly."
49;Josh Wills;00:16:18.970;00:16:20.520;00:00:01.550;"Yeah, got it. Okay."
50;Simba Khadder;00:16:20.540;00:16:46.940;00:00:26.400;"So I came from like, I didn't use notebooks, I used Python files. That's how I worked. And I definitely was converted to like, ""Hey, notebooks are just such a better way to do this."" But then I was in the same boat of like, ""But these things should be nowhere near production."" My take now, which again, I'm curious to get here, is notebooks are where you should be building things, but you should be taking these artifacts that you create and exporting them somewhere else."
51;Josh Wills;00:16:47.280;00:16:47.990;00:00:00.710;"Yes. Okay."
52;Simba Khadder;00:16:47.990;00:16:49.230;00:00:01.240;"Do you buy that?"
53;Josh Wills;00:16:49.500;00:17:30.850;00:00:41.350;"I broadly do. I think that's where I've ended up with this stuff. And again, just hanging out with folks has introduced me to nbdev and CORDA and all these other things of mechanisms for taking my exploratory stuff and then crystallizing it into some structure that's designed for reproducibility and runability without me sitting at the keyboard to guide the cell execution and stuff like that. I think that's right. I think it's just like, I don't feel like I've seen yet is, what's the right gesture, almost, in the way that GitHub introduced the pull request as their fundamental innovation, the social action you can take."
54;Josh Wills;00:17:30.880;00:17:54.820;00:00:23.940;"I have to be honest with you, whenever I hear about or read about a framework or something, immediately I'm just seized up with fear because I feel like it's going to harsh my vibe. It's going to mess up my workflow. It's not going to be like... It's going to be this constraint that's going to... It's one of those things where to a certain extent, a framework can give you freedom. The constraint can set you free in other ways and stuff like that."
55;Josh Wills;00:17:54.820;00:18:20.520;00:00:25.700;"But it's just my instinctive response of like, ""Hey, Notebook is this free-for-all exploratory whatever, and you want to come along and impose rules and strictures on me,"" and it's like, ""I'm not going to be able to come up with the next great neural architecture because I'm going to be stuck."" You know what I mean? Which isn't rational, but it's just my emotional reaction to that stuff. I can't imagine. I'm vocalizing this. I don't feel like I'm the first person to feel this way, though. Does that make sense?"
56;Simba Khadder;00:18:20.580;00:18:38.250;00:00:17.670;"Yeah. I think it's totally true. I think what it is, we've all seen the mad landscape thing. I always joke, if you take that and you have to narrow it down to products that data scientists love to use, actually truly love to use-"
57;Josh Wills;00:18:38.260;00:18:39.250;00:00:00.990;"Truly love to use, exactly."
58;Simba Khadder;00:18:39.270;00:18:43.890;00:00:04.620;"-it would be like 10. It just would cut down dramatically."
59;Josh Wills;00:18:45.440;00:18:45.840;00:00:00.400;"Totally."
60;Simba Khadder;00:18:46.310;00:18:58.340;00:00:12.030;"I think people who build Dev tools are engineers. Engineers, as much as we like to pretend we're rational creatures, we are very, very emotionally driven-"
61;Josh Wills;00:18:58.340;00:18:59.490;00:00:01.150;"Very much so."
62;Simba Khadder;00:18:59.490;00:19:05.730;00:00:06.240;"-and we feel like, ""Well, I like it this way, or I want it this way, so therefore, I'm going to do it this way. And if you don't agree with me, you're dumb."""
63;Josh Wills;00:19:06.180;00:19:07.050;00:00:00.870;"That's right."
64;Simba Khadder;00:19:07.050;00:19:33.810;00:00:26.760;"I think that lots of the frameworks that get built, in general, they tend to be overengineered. Because again, the other thing that we like to do is if someone's like, ""How have they did this?"" We're like, ""Cool, we can do that."" And we never ask ourselves, ""Should we do that?"" That's because we can, doesn't mean we should. And I think that a lot of times, like, we just did this meet up with Sebastian at FastAPI, and one thing I like about FastAPI is it's very simple. It's very lightweight. It doesn't feel like it's getting in the way."
65;Josh Wills;00:19:33.810;00:19:41.590;00:00:07.780;"It's just fantastic. I love it so much. Absolutely. You're talking about tools, 10 tools people love. FastAPI, without a doubt. One hundred percent in my tent. Absolutely."
66;Simba Khadder;00:19:41.640;00:19:54.690;00:00:13.050;"I think most products wouldn't fit that. I don't think that's necessarily that, hey, frameworks are a bad thing. It's just getting a framework right. API design is one of the hardest problems."
67;Josh Wills;00:19:55.010;00:19:55.890;00:00:00.440;"Totally."
68;Simba Khadder;00:19:55.010;00:20:18.930;00:00:20.940;"People like to jump into and be like, ""Well, just add this function call and it's done."" It's an art and it's a craft, and people who are really good at it are few and far between. You see the same people who build Go, whether you like it or not, are also similar people who are huge on Unix. That's how rare it is to find good API people. We have to go source people from olden days of [inaudible 00:20:16]."
69;Josh Wills;00:20:17.110;00:20:30.070;00:00:12.960;"Yeah, exactly. Richie, absolutely. Like Rob Pike, yeah, totally. Yeah, I know what you mean. Sad but true, Simba. Sad but true. Alas, I like to think we can do better here. But okay, I hear you. I hear what you're saying. That's fair."
70;Simba Khadder;00:20:30.620;00:20:43.880;00:00:13.260;"Yeah, I think that's all it is. I don't think it's to say that frameworks are bad. I just think having really good frameworks is really hard, and it's so hard that there's probably one in every hundred that even are-"
71;Josh Wills;00:20:43.920;00:21:10.720;00:00:26.800;"One of my weird system... Also, like former Googler. I was there from 2007-2011. I had the privilege... I had two weird privileges at Google. One was Rob Pike did my first code review at Google. First code review. I added a couple of libraries to [inaudible 00:21:02] for doing various kinds of non-parametric correlation calculations, like Spearman correlation and then stuff like that, for some work I was doing."
72;Josh Wills;00:21:10.720;00:21:41.340;00:00:30.620;"That code review, Simba, went on for 30 days. Thirty days, and maybe 50 odd revisions, Rob Pike. I'll never [inaudible 00:21:19] the last one he did [inaudible 00:21:20] change. I had some bounds checking function I was using, and he had me reverse the arguments because he liked the way it looked better. I was like... It was amazing, Simba, that I did not quit after that code review. Looking back on it, if I had any... The good news, I was young and I had a very fragile ego and stuff. In retrospect, I probably should have quit, but I didn't."
73;Josh Wills;00:21:41.620;00:22:11.600;00:00:29.980;"The other thing, I was invited to the very first technical talk from Rob Pike and Russ Cox about Go. I got to go. It's like all the most senior engineers of the company and also me, I'm also there for some reason, basically. I remember just the decidedly meh reaction from so many people in Kegel. We're like, ""Yeah, go, it's okay."" I guess they may have gotten some things right and stuff like that."
74;Josh Wills;00:22:11.850;00:22:44.990;00:00:33.140;"Overtime, obviously, Go has been incredibly successful and has completely found its community and stuff like that. I think that's the other part here, is the tool has to fit the hand. A lot of those hardcore C++ developers were just not the people that were... They were just not going to adopt Go. It was just never going to happen. They're all like, ""Whatever, not that good."" But then it found its community, and as it did, it grew accordingly. It's like figuring out that match between the tool and the community to wield it. It's just so critical and so hard to get right."
75;Simba Khadder;00:22:45.460;00:23:00.010;00:00:15.290;"Yeah. Actually, funny enough, a funny connection, I worked on the same floor as Rob Pike for a while. He was pretty close to me, so I used to play [inaudible 00:22:52] in the microkitchen. I luckily never had to deal with his code reviews, but was not surprised that that [crosstalk 00:22:59] would be the experience."
76;Josh Wills;00:23:00.780;00:23:06.380;00:00:05.600;"Absolutely brutal, humbling, humiliating experience without a doubt. Yes, exactly."
77;Simba Khadder;00:23:06.380;00:23:16.710;00:00:10.330;"Yeah, for sure. But also you need to be that much of a perfectionist to build these sorts of APIs. It doesn't mean that you should be building everything, but if you're building, it's this funny balance."
78;Josh Wills;00:23:16.730;00:23:51.290;00:00:34.560;"I go back and forth and I like to think that Google broke me of my egotistical identification with my source code of where... It broke me of the notion that the code I wrote was an extension of my own personality and then anything wrong with it was something that was deeply wrong with me. Google, to its credit, in a basic training way, broke me of that belief and showed me that it's not. This is a company. The source code is our product. We all build it together. We are all responsible for it, and so on and so forth. Just one of those useful life lessons we take away from these horrible experiences."
79;Simba Khadder;00:23:52.550;00:23:56.470;00:00:03.920;"Yeah, I wasn't in Google very long either for probably sounds like similar reasons."
80;Josh Wills;00:23:56.900;00:24:01.220;00:00:04.320;"I was there for almost four years. Is that not very long? I don't know. Is that not?"
81;Simba Khadder;00:24:01.220;00:24:02.890;00:00:01.670;"I think that's pretty long."
82;Josh Wills;00:24:02.890;00:24:06.040;00:00:03.150;"It's probably pretty long, right? It felt long. I'm not going to lie, it felt long."
83;Simba Khadder;00:24:06.480;00:24:21.860;00:00:15.380;"I want to jump into another... I want to take the conversation to LLMs because it's a hot topic. Well, first, tell me about them. Is this transformational? Is this a whole new paradigm we're dealing with? What's going on? What's your take?"
84;Josh Wills;00:24:22.400;00:24:54.310;00:00:31.910;"Yeah, I mean, yes. The answer is yes. The hype around LLMs is so off the charts right now that you have to properly calibrate yourself in terms of where you are in the hype cycle. I guess I divide this into the two main framings. I think of this, this is as big of a deal as a mobile phone. This is the next dominant paradigm that will reshape society and stuff like that in the same way that the mobile phone did 15 years ago. That's one level of hype, and that's a pretty big level. That's a lot of hype. Mobile phones, really big deal. Change a lot of stuff."
85;Josh Wills;00:24:54.310;00:25:39.960;00:00:45.650;"The next level of hype, though, and I have friends who inhabit this level, is this is electricity. This is akin to us in the light bulb or Edison and Tesla and stuff, way back in the day. It's that level of impactful. I have some friends who are on that level. I think I've maybe flirted a bit with the electricity level of transformativeness. I don't feel like I'm there right now. I'm definitely well above the, this is bigger than the mobile phone level of hype, but I'm not quite on the, this is electricity level of hype. That's where I'm hanging out right now. Somewhere in the muddy middle in between those two extremes. It's a very big deal. I think it's going to reshape all kinds of things in ways that are very difficult to predict."
86;Josh Wills;00:25:39.960;00:26:36.950;00:00:56.990;"Just in terms of our own lives, it seems fairly obvious to me that we will all have... I mentioned the Jarvis thing before because obviously I pay for a GPT-4 subscription, and so I hang out a good part of the day talking to my GPT-4 instances. We're hacking away on stuff. I feel like having that Jarvis level in the Iron Man sense relationship for everybody on our phones in the next year or two is just a given. I find it fascinating to think through the implications of that. Is it going to be like, if you and I want to do a podcast together, is it going to be our Jarvises coordinating the podcast? Is it going to be the Jarvises doing the research ahead of time? Will the Jarvises be here with us on the podcast weighing in on things? Do you and I even need to be here? Can the Jarvises just do it for us? All this stuff. This is the stuff I find myself wondering about these days."
87;Simba Khadder;00:26:37.590;00:26:45.070;00:00:07.480;"Yeah, I can't wait for my Jarvis to be like, ""Simba, that's factually wrong. I just looked [crosstalk 00:26:42]."" Yeah, exactly."
88;Josh Wills;00:26:45.500;00:27:02.240;00:00:16.740;"Knowing myself as I do, my Jarvis will be absolutely hypercritical and borderline cruel against me. If I could come up with a software manifestation of my imposter syndrome, that's exactly what it would be. That's great."
89;Simba Khadder;00:27:02.270;00:27:05.840;00:00:03.570;"That would be a good app name for it to imposter."
90;Josh Wills;00:27:05.860;00:27:06.680;00:00:00.820;"Precisely."
91;Simba Khadder;00:27:06.680;00:27:10.690;00:00:04.010;"I like the analogy electricity versus the mobile phone."
92;Josh Wills;00:27:10.690;00:27:11.290;00:00:00.600;"Mobile phone."
93;Simba Khadder;00:27:11.290;00:27:32.850;00:00:23.560;"I think what's interesting there, which makes it maybe almost like... It actually made the analogy even more interesting in my head is electricity, like you mentioned, you go back to Edison. That's a long time ago, and it took a while before... I don't think even then there were people like, ""Hey, this is the transformative of us like oven."" [crosstalk 00:27:32]."
94;Josh Wills;00:27:33.140;00:27:35.280;00:00:02.140;"The wheel, exactly."
95;Simba Khadder;00:27:35.280;00:28:04.020;00:00:28.740;"Yeah, exactly. I wonder how much... As things accelerate, maybe it's like the mobile phone now, but we'll look back. This was such a primitive form of what is to come. It's how I think of electricity where... Obviously electricity was huge foundational change, but I don't know if I've ever until this conversation really thought of it as more foundational than the mobile phone as much as we just continuously build on [crosstalk 00:28:02] the shoulders of science and over time."
96;Josh Wills;00:28:04.020;00:28:44.820;00:00:40.800;"For me, the book I'm going to recommend here, which I love, is called Empires of Light. There was actually a really bad movie based on Empires of Light. It was called The Current War about the war between Edison and Westinghouse/Tesla over direct current versus alternating current. Again, I worked at a company called WeaveGrid for a couple of years after I left Slack. I was selling software for utilities for managing electric vehicles. I have a weird nerdy obsession with the utility grid and the history of the grid and stuff like that. That fed into my desire to work on this kind of stuff."
97;Josh Wills;00:28:45.010;00:29:24.320;00:00:39.310;"Yeah, Empires of Light, absolutely a fantastic book about what the early stages of the industrial use of electricity and how it changed society. The thing, I guess, that was most fascinating to me about, it was really... What electricity did first was it allowed us to create time, in the sense that electric light made days longer. That's just one of those things that's hard to wrap your head around at first. It literally created time. Hours of the day that were not available for doing things suddenly were available for doing things, which is amazing."
98;Josh Wills;00:29:24.620;00:29:46.930;00:00:22.610;"The other thing which is remarkable about it is how long it took for these innovations to reach everywhere. The start of the book is talking about J.P. Morgan having the first electrified house in New York City and literally running a coal plant in his basement to power the thing. He has coal and smoke belching out the back of his house from running this electrical system."
99;Josh Wills;00:29:47.000;00:30:31.890;00:00:44.890;"But then how it was not until the new deal, which was 50 or 60 years later before electrification reached out into rural environments in the United States, and basically everybody had electricity. It was not until the 1940s or '50s. It took a really long time for this stuff to get out everywhere. I think about this stuff with LLMs a lot. I think of this as like, we're in the early days of like, you have an LLM, I have an LLM. It's obviously spreading so quickly, but I'm just curious to think about how long will this take to reach everyone in the world? Again, where literally everybody has a Jarvis. Every human being on the planet has a Jarvis. Is it 60 years? Is it a decade? I'm like, ""What is it?"" I'm not really sure anyway."
100;Simba Khadder;00:30:32.210;00:30:46.300;00:00:14.090;"Yeah, it makes me think of two things. One, with regards to the time, the increase of time. Also, a quick side note, I feel like so much of how the US works today was foundationalized during that industrial revolution."
101;Josh Wills;00:30:46.350;00:30:46.850;00:00:00.500;"Totally."
102;Simba Khadder;00:30:46.920;00:31:31.340;00:00:44.420;"It's really interesting to read about all that stuff because it's almost like this long running cascading effect that you can almost trace back to these innovations. Literally from how finance works all the way to, you said, electricity, was all the foundations were set, I guess, over 100 years ago now. The time example is interesting because it relates to, well, even if you have more time, you still go to sleep and it goes to what we're catching up. I think it almost applies here about LLMs too, where it's just because we can do all these things... The one thing that we can't easily update yet, and who knows, is the wetware, and our cells, essentially, how our brains work and process and do these things."
103;Simba Khadder;00:31:31.360;00:32:06.340;00:00:34.980;"I think it'll be interesting to see that come into play too, especially if we start to get to this point where we do find LLMs that are, I guess, stronger. Like you mentioned, having them do the podcast for us. It's like finding where we... I think we're always away from them being that powerful. But it's definitely opened the questions up as we hit this new inflection point of... I liken it to the new technology. It's almost like the straw that broke the camel's back in the sense of from a research perspective, the techniques that we're using to create these LLMs aren't necessarily..."
104;Simba Khadder;00:32:06.400;00:32:43.560;00:00:37.160;"They're new, but they're more of an extension of something. It's not like this is a whole new like, ""Oh, we just changed everything from yesterday to today. We just invented this new concept."" It's more about the concept we've gotten so good and have fine tuned it so much and gotten so good at building these transformer based architectures that we now have passed this, I guess, valley of disbelief from when humans interact with it. It's just gotten so good that it's like, ""Cool, I see the light now."" It's not you pitching me something and then I look at the product, I'm like, ""Yeah, no, this isn't AI."" It's finally like, ""Okay, it's still imperfect, but it feels unlike what we were seeing before."""
